score,metric,decoys,pocket_id
0.9771863117870723,AuROC,pdb,5NDW_5_8UZ_3852
0.3422053231939164,AuROC,pdb,4V78_BA_FME_3001
0.9467680608365019,AuROC,pdb,5OBM_6_LLL_2169
0.6083650190114068,AuROC,pdb,6HIY_CA_SPM_735
0.9828897338403042,AuROC,pdb,5NDV_1_PAR_3433
0.9429657794676806,AuROC,pdb,5OBM_1_LLL_3997
0.21292775665399244,AuROC,pdb,6QIT_C_J48_101
0.9315589353612167,AuROC,pdb,5OBM_6_LLL_2176
0.973384030418251,AuROC,pdb,5NDG_5_GET_3851
0.30418250950570347,AuROC,pdb,6E82_A_TFX_102
0.09885931558935357,AuROC,pdb,4V72_BA_FME_3001
0.5019011406844107,AuROC,pdb,1F1T_A_ROS_101
0.6806083650190113,AuROC,pdb,2QEX_0_NEG_8823
0.9543726235741445,AuROC,pdb,5OBM_5_LLL_4164
0.9277566539923954,AuROC,pdb,2G5K_B_AM2_101
0.35361216730038025,AuROC,pdb,5DGV_D_SPS_3401
0.9011406844106464,AuROC,pdb,2KXM_A_RIO_101
0.9011406844106464,AuROC,pdb,4X4N_B_5GP_102
0.9638783269961977,AuROC,pdb,6AZ3_7_PAR_201
0.5513307984790874,AuROC,pdb,7NQH_BA_SPM_1793
0.0076045627376425395,AuROC,pdb,5J7L_DA_1PE_3185
0.9277566539923955,AuROC,pdb,4K31_B_AM2_101
0.9828897338403042,AuROC,pdb,5NDV_5_PAR_3403
0.1901140684410646,AuROC,pdb,7N2V_16_SCM_1602
0.9752851711026617,AuROC,pdb,3C44_B_PAR_24
0.6425855513307985,AuROC,pdb,6CHR_A_SPM_741
0.9885931558935361,AuROC,pdb,1ZZ5_A_CNY_43
0.7946768060836502,AuROC,pdb,1NBK_A_GND_35
0.9011406844106464,AuROC,pdb,7OA3_B_GTP_102
0.5900383141762452,AuROC,pdb,6WZR_A_UG1_106
0.9581749049429658,AuROC,pdb,5OBM_5_LLL_4167
0.9771863117870722,AuROC,pdb,5NDW_1_8UZ_3886
0.967680608365019,AuROC,pdb,6AZ3_1_PAR_1802
0.0,AuROC,pdb,6BSJ_R_TAM_101
0.9828897338403042,AuROC,pdb,5NDV_1_PAR_3414
0.9961977186311787,AuROC,pdb,5LWJ_A_GTP_101
0.6673076923076924,AuROC,pdb,7REX_B_PRF_102
0.9638783269961977,AuROC,pdb,4DR4_A_PAR_1612
0.2585551330798479,AuROC,pdb,1BYJ_A_GE3_30
0.6311787072243347,AuROC,pdb,2F4V_A_D2C_1636
0.8935361216730038,AuROC,pdb,2ET5_B_RIO_52
0.45627376425855515,AuROC,pdb,2L8H_A_L8H_2
0.8365019011406845,AuROC,pdb,1TOB_A_TOA_28
0.5893536121673004,AuROC,pdb,6DB8_R_G4A_101
