score,metric,decoys,pocket_id
0.9809885931558935,AuROC,pdb,5NDW_5_8UZ_3852
0.10646387832699622,AuROC,pdb,4V78_BA_FME_3001
0.9163498098859315,AuROC,pdb,5OBM_6_LLL_2169
0.6425855513307985,AuROC,pdb,6HIY_CA_SPM_735
0.6444866920152091,AuROC,pdb,5NDV_1_PAR_3433
0.935361216730038,AuROC,pdb,5OBM_1_LLL_3997
0.15969581749049433,AuROC,pdb,6QIT_C_J48_101
0.9391634980988594,AuROC,pdb,5OBM_6_LLL_2176
0.7908745247148289,AuROC,pdb,5NDG_5_GET_3851
0.09885931558935357,AuROC,pdb,6E82_A_TFX_102
0.12927756653992395,AuROC,pdb,4V72_BA_FME_3001
0.4144486692015209,AuROC,pdb,1F1T_A_ROS_101
0.6806083650190113,AuROC,pdb,2QEX_0_NEG_8823
0.8669201520912547,AuROC,pdb,5OBM_5_LLL_4164
0.9277566539923954,AuROC,pdb,2G5K_B_AM2_101
0.3269961977186312,AuROC,pdb,5DGV_D_SPS_3401
0.8973384030418251,AuROC,pdb,2KXM_A_RIO_101
0.9467680608365019,AuROC,pdb,4X4N_B_5GP_102
0.9828897338403041,AuROC,pdb,6AZ3_7_PAR_201
0.5095057034220533,AuROC,pdb,7NQH_BA_SPM_1793
0.0076045627376425395,AuROC,pdb,5J7L_DA_1PE_3185
0.8288973384030418,AuROC,pdb,4K31_B_AM2_101
0.8878326996197718,AuROC,pdb,5NDV_5_PAR_3403
0.1026615969581749,AuROC,pdb,7N2V_16_SCM_1602
0.7357414448669202,AuROC,pdb,3C44_B_PAR_24
0.7452471482889733,AuROC,pdb,6CHR_A_SPM_741
0.9429657794676807,AuROC,pdb,1ZZ5_A_CNY_43
0.7756653992395437,AuROC,pdb,1NBK_A_GND_35
0.9923954372623573,AuROC,pdb,7OA3_B_GTP_102
0.5376756066411239,AuROC,pdb,6WZR_A_UG1_106
0.8783269961977187,AuROC,pdb,5OBM_5_LLL_4167
0.9429657794676806,AuROC,pdb,5NDW_1_8UZ_3886
0.9638783269961977,AuROC,pdb,6AZ3_1_PAR_1802
0.0,AuROC,pdb,6BSJ_R_TAM_101
0.9790874524714829,AuROC,pdb,5NDV_1_PAR_3414
0.9885931558935361,AuROC,pdb,5LWJ_A_GTP_101
0.5682692307692307,AuROC,pdb,7REX_B_PRF_102
0.967680608365019,AuROC,pdb,4DR4_A_PAR_1612
0.6577946768060836,AuROC,pdb,1BYJ_A_GE3_30
0.6653992395437263,AuROC,pdb,2F4V_A_D2C_1636
0.8783269961977187,AuROC,pdb,2ET5_B_RIO_52
0.47528517110266155,AuROC,pdb,2L8H_A_L8H_2
0.8555133079847909,AuROC,pdb,1TOB_A_TOA_28
0.5855513307984791,AuROC,pdb,6DB8_R_G4A_101
0.9923954372623573,AuROC,pdb,6LAU_A_GTP_103
0.9714828897338403,AuROC,pdb,2MXS_A_PAR_101
0.6539923954372624,AuROC,pdb,6E8S_B_SPM_107
0.7186311787072244,AuROC,pdb,5KVJ_A_ARG_101
0.057034220532319435,AuROC,pdb,6XRQ_A_V8A_103
0.2737642585551331,AuROC,pdb,6GZR_A_FH8_101
0.20152091254752846,AuROC,pdb,6QIS_E_J48_102
0.5854330708661417,AuROC,pdb,2HOJ_A_TPP_114
0.9828897338403042,AuROC,pdb,5NDV_1_PAR_3405
0.6463878326996197,AuROC,pdb,2QWY_C_SAM_500
0.9828897338403041,AuROC,pdb,5NDV_1_PAR_3404
0.1026615969581749,AuROC,pdb,6QIS_H_J48_101
0.4600760456273765,AuROC,pdb,1I97_A_TAC_2005
0.4980988593155894,AuROC,pdb,6OM6_1_KKL_3301
0.9315589353612167,AuROC,pdb,4K31_C_AM2_102
0.9467680608365019,AuROC,pdb,4V53_AA_LLL_2062
0.15209125475285168,AuROC,pdb,4V76_BA_FME_3001
0.11026615969581754,AuROC,pdb,6QIT_D_J48_101
0.17490494296577952,AuROC,pdb,4V70_BA_FME_3001
0.12547528517110262,AuROC,pdb,6QIS_B_J48_101
0.11026615969581754,AuROC,pdb,4V6Y_BA_FME_3001
0.9990524320909665,AuROC,pdb_chembl,5NDW_5_8UZ_3852
0.5,AuROC,pdb_chembl,4V78_BA_FME_3001
0.9979469361970941,AuROC,pdb_chembl,5OBM_6_LLL_2169
0.7070435881238155,AuROC,pdb_chembl,6HIY_CA_SPM_735
0.995183196462413,AuROC,pdb_chembl,5NDV_1_PAR_3433
0.9966835123183828,AuROC,pdb_chembl,5OBM_1_LLL_3997
0.602337334175616,AuROC,pdb_chembl,6QIT_C_J48_101
0.9969993682880607,AuROC,pdb_chembl,5OBM_6_LLL_2176
0.9941566645609602,AuROC,pdb_chembl,5NDG_5_GET_3851
0.4641503474415667,AuROC,pdb_chembl,6E82_A_TFX_102
