score,metric,decoys,pocket_id
0.5855513307984791,AuROC,pdb,5NDW_5_8UZ_3852
0.0,AuROC,pdb,4V78_BA_FME_3001
0.03041825095057038,AuROC,pdb,5OBM_6_LLL_2169
0.6463878326996197,AuROC,pdb,6HIY_CA_SPM_735
0.04372623574144485,AuROC,pdb,5NDV_1_PAR_3433
0.9657794676806084,AuROC,pdb,5OBM_1_LLL_3997
0.23193916349809884,AuROC,pdb,6QIT_C_J48_101
0.049429657794676785,AuROC,pdb,5OBM_6_LLL_2176
0.06463878326996197,AuROC,pdb,5NDG_5_GET_3851
0.03041825095057038,AuROC,pdb,6E82_A_TFX_102
0.9049429657794678,AuROC,pdb,4V72_BA_FME_3001
0.8745247148288974,AuROC,pdb,1F1T_A_ROS_101
0.31558935361216733,AuROC,pdb,2QEX_0_NEG_8823
0.026615969581749055,AuROC,pdb,5OBM_5_LLL_4164
0.9201520912547528,AuROC,pdb,2G5K_B_AM2_101
0.311787072243346,AuROC,pdb,5DGV_D_SPS_3401
0.2585551330798479,AuROC,pdb,2KXM_A_RIO_101
0.4790874524714829,AuROC,pdb,4X4N_B_5GP_102
0.9144486692015209,AuROC,pdb,6AZ3_7_PAR_201
0.7452471482889734,AuROC,pdb,7NQH_BA_SPM_1793
0.9695817490494296,AuROC,pdb,5J7L_DA_1PE_3185
0.0684410646387833,AuROC,pdb,4K31_B_AM2_101
0.05133079847908745,AuROC,pdb,5NDV_5_PAR_3403
0.7604562737642586,AuROC,pdb,7N2V_16_SCM_1602
0.03992395437262358,AuROC,pdb,3C44_B_PAR_24
0.8897338403041826,AuROC,pdb,6CHR_A_SPM_741
0.920152091254753,AuROC,pdb,1ZZ5_A_CNY_43
0.9809885931558935,AuROC,pdb,1NBK_A_GND_35
0.33840304182509506,AuROC,pdb,7OA3_B_GTP_102
0.5019157088122606,AuROC,pdb,6WZR_A_UG1_106
0.03041825095057038,AuROC,pdb,5OBM_5_LLL_4167
0.09125475285171103,AuROC,pdb,5NDW_1_8UZ_3886
0.9106463878326996,AuROC,pdb,6AZ3_1_PAR_1802
0.973384030418251,AuROC,pdb,6BSJ_R_TAM_101
0.9068441064638784,AuROC,pdb,5NDV_1_PAR_3414
0.9695817490494297,AuROC,pdb,5LWJ_A_GTP_101
0.6278846153846154,AuROC,pdb,7REX_B_PRF_102
0.9106463878326996,AuROC,pdb,4DR4_A_PAR_1612
0.8631178707224334,AuROC,pdb,1BYJ_A_GE3_30
0.7376425855513308,AuROC,pdb,2F4V_A_D2C_1636
0.12167300380228141,AuROC,pdb,2ET5_B_RIO_52
0.07604562737642584,AuROC,pdb,2L8H_A_L8H_2
0.6045627376425855,AuROC,pdb,1TOB_A_TOA_28
0.03802281368821292,AuROC,pdb,6DB8_R_G4A_101
0.8060836501901141,AuROC,pdb,6LAU_A_GTP_103
0.9258555133079849,AuROC,pdb,2MXS_A_PAR_101
0.6730038022813688,AuROC,pdb,6E8S_B_SPM_107
0.12927756653992395,AuROC,pdb,5KVJ_A_ARG_101
0.0076045627376425395,AuROC,pdb,6XRQ_A_V8A_103
0.034220532319391594,AuROC,pdb,6GZR_A_FH8_101
0.9201520912547528,AuROC,pdb,6QIS_E_J48_102
0.19960629921259843,AuROC,pdb,2HOJ_A_TPP_114
0.9068441064638783,AuROC,pdb,5NDV_1_PAR_3405
0.13307984790874527,AuROC,pdb,2QWY_C_SAM_500
0.914448669201521,AuROC,pdb,5NDV_1_PAR_3404
0.9011406844106464,AuROC,pdb,6QIS_H_J48_101
0.23574144486692017,AuROC,pdb,1I97_A_TAC_2005
0.9581749049429658,AuROC,pdb,6OM6_1_KKL_3301
