score,metric,decoys,pocket_id
0.3650190114068441,AuROC,pdb,5NDW_5_8UZ_3852
0.0076045627376425395,AuROC,pdb,4V78_BA_FME_3001
0.026615969581749055,AuROC,pdb,5OBM_6_LLL_2169
0.6577946768060836,AuROC,pdb,6HIY_CA_SPM_735
0.04372623574144485,AuROC,pdb,5NDV_1_PAR_3433
0.467680608365019,AuROC,pdb,5OBM_1_LLL_3997
0.42585551330798477,AuROC,pdb,6QIT_C_J48_101
0.049429657794676785,AuROC,pdb,5OBM_6_LLL_2176
0.9239543726235742,AuROC,pdb,5NDG_5_GET_3851
0.034220532319391594,AuROC,pdb,6E82_A_TFX_102
0.8783269961977186,AuROC,pdb,4V72_BA_FME_3001
0.03802281368821292,AuROC,pdb,1F1T_A_ROS_101
0.8288973384030418,AuROC,pdb,2QEX_0_NEG_8823
0.05323193916349811,AuROC,pdb,5OBM_5_LLL_4164
0.9239543726235742,AuROC,pdb,2G5K_B_AM2_101
0.311787072243346,AuROC,pdb,5DGV_D_SPS_3401
0.5095057034220533,AuROC,pdb,2KXM_A_RIO_101
0.5931558935361216,AuROC,pdb,4X4N_B_5GP_102
0.03612167300380226,AuROC,pdb,6AZ3_7_PAR_201
0.48669201520912553,AuROC,pdb,7NQH_BA_SPM_1793
0.20152091254752846,AuROC,pdb,5J7L_DA_1PE_3185
0.04562737642585546,AuROC,pdb,4K31_B_AM2_101
0.05893536121673004,AuROC,pdb,5NDV_5_PAR_3403
0.8403041825095057,AuROC,pdb,7N2V_16_SCM_1602
0.914448669201521,AuROC,pdb,3C44_B_PAR_24
0.42585551330798477,AuROC,pdb,6CHR_A_SPM_741
0.9125475285171103,AuROC,pdb,1ZZ5_A_CNY_43
0.9771863117870723,AuROC,pdb,1NBK_A_GND_35
0.8821292775665399,AuROC,pdb,7OA3_B_GTP_102
0.48659003831417624,AuROC,pdb,6WZR_A_UG1_106
0.16349809885931554,AuROC,pdb,5OBM_5_LLL_4167
0.09885931558935357,AuROC,pdb,5NDW_1_8UZ_3886
0.03612167300380226,AuROC,pdb,6AZ3_1_PAR_1802
0.47148288973384034,AuROC,pdb,6BSJ_R_TAM_101
0.05893536121673004,AuROC,pdb,5NDV_1_PAR_3414
0.7680608365019012,AuROC,pdb,5LWJ_A_GTP_101
0.23750000000000002,AuROC,pdb,7REX_B_PRF_102
0.9144486692015209,AuROC,pdb,4DR4_A_PAR_1612
0.6615969581749049,AuROC,pdb,1BYJ_A_GE3_30
0.3231939163498099,AuROC,pdb,2F4V_A_D2C_1636
0.9695817490494296,AuROC,pdb,2ET5_B_RIO_52
0.0874524714828897,AuROC,pdb,2L8H_A_L8H_2
0.6045627376425855,AuROC,pdb,1TOB_A_TOA_28
0.011406844106463865,AuROC,pdb,6DB8_R_G4A_101
0.7946768060836502,AuROC,pdb,6LAU_A_GTP_103
0.15399239543726234,AuROC,pdb,2MXS_A_PAR_101
0.48669201520912553,AuROC,pdb,6E8S_B_SPM_107
0.12927756653992395,AuROC,pdb,5KVJ_A_ARG_101
0.9923954372623575,AuROC,pdb,6XRQ_A_V8A_103
0.034220532319391594,AuROC,pdb,6GZR_A_FH8_101
0.2433460076045627,AuROC,pdb,6QIS_E_J48_102
0.19960629921259843,AuROC,pdb,2HOJ_A_TPP_114
0.914448669201521,AuROC,pdb,5NDV_1_PAR_3405
0.13307984790874527,AuROC,pdb,2QWY_C_SAM_500
0.9220532319391636,AuROC,pdb,5NDV_1_PAR_3404
0.8935361216730038,AuROC,pdb,6QIS_H_J48_101
0.22813688212927752,AuROC,pdb,1I97_A_TAC_2005
0.7262357414448669,AuROC,pdb,6OM6_1_KKL_3301
0.30418250950570347,AuROC,pdb,4K31_C_AM2_102
0.03041825095057038,AuROC,pdb,4V53_AA_LLL_2062
0.0,AuROC,pdb,4V76_BA_FME_3001
0.3307984790874525,AuROC,pdb,6QIT_D_J48_101
0.0,AuROC,pdb,4V70_BA_FME_3001
0.8631178707224335,AuROC,pdb,6QIS_B_J48_101
0.7756653992395437,AuROC,pdb,4V6Y_BA_FME_3001
0.44219835754895764,AuROC,pdb_chembl,5NDW_5_8UZ_3852
0.005685407454200875,AuROC,pdb_chembl,4V78_BA_FME_3001
0.011686670878079619,AuROC,pdb_chembl,5OBM_6_LLL_2169
0.9170878079595705,AuROC,pdb_chembl,6HIY_CA_SPM_735
0.03355969677826909,AuROC,pdb_chembl,5NDV_1_PAR_3433
0.700884396715098,AuROC,pdb_chembl,5OBM_1_LLL_3997
0.37460518003790266,AuROC,pdb_chembl,6QIT_C_J48_101
0.03663929248262787,AuROC,pdb_chembl,5OBM_6_LLL_2176
0.9968414403032217,AuROC,pdb_chembl,5NDG_5_GET_3851
0.020135818066961464,AuROC,pdb_chembl,6E82_A_TFX_102
0.8445988629185092,AuROC,pdb_chembl,4V72_BA_FME_3001
0.028427037271004374,AuROC,pdb_chembl,1F1T_A_ROS_101
0.9832596336070751,AuROC,pdb_chembl,2QEX_0_NEG_8823
0.037744788376500304,AuROC,pdb_chembl,5OBM_5_LLL_4164
0.9966835123183828,AuROC,pdb_chembl,2G5K_B_AM2_101
0.47646873025900194,AuROC,pdb_chembl,5DGV_D_SPS_3401
0.7105180037902716,AuROC,pdb_chembl,2KXM_A_RIO_101
0.4873657612128869,AuROC,pdb_chembl,4X4N_B_5GP_102
0.013029058749210343,AuROC,pdb_chembl,6AZ3_7_PAR_201
0.3897662665824384,AuROC,pdb_chembl,7NQH_BA_SPM_1793
0.11765634870499053,AuROC,pdb_chembl,5J7L_DA_1PE_3185
0.01484523057485787,AuROC,pdb_chembl,4K31_B_AM2_101
