score,metric,decoys,pocket_id
0.4408653846153846,AuROC,pdb,6VUI_A_PRF_101
0.9846153846153847,AuROC,pdb,5NDW_5_8UZ_3852
0.3895274584929757,AuROC,pdb,6WZR_B_UG1_103
0.7,AuROC,pdb,6WZS_B_UG4_107
0.6121919584954605,AuROC,pdb,4ZNP_A_AMZ_101
0.34615384615384615,AuROC,pdb,4V78_BA_FME_3001
0.532319391634981,AuROC,pdb,5OBM_6_LLL_2169
0.8661087866108788,AuROC,pdb,6HIY_CA_SPM_735
0.3307984790874525,AuROC,pdb,1M90_5_SPS_9080
0.5411764705882354,AuROC,pdb,5NDV_1_PAR_3433
0.8560311284046693,AuROC,pdb,5OBM_1_LLL_3997
0.18631178707224338,AuROC,pdb,6HIV_CA_SPM_738
0.01520912547528519,AuROC,pdb,6QIT_C_J48_101
0.5783464566929134,AuROC,pdb,2GDI_X_TPP_100
0.5670498084291188,AuROC,pdb,5DGE_1_SPS_4113
0.632183908045977,AuROC,pdb,6OD9_A_AMZ_102
0.5572519083969465,AuROC,pdb,6GB2_BA_SPM_3205
0.5285171102661597,AuROC,pdb,7NSJ_BA_SPM_1792
0.9921875,AuROC,pdb,5OBM_6_LLL_2176
0.973384030418251,AuROC,pdb,5NDG_5_GET_3851
0.660236220472441,AuROC,pdb,2HOO_A_BFT_95
0.19691119691119696,AuROC,pdb,6E82_A_TFX_102
0.08812260536398464,AuROC,pdb,4V72_BA_FME_3001
0.6371541501976284,AuROC,pdb,3D2X_A_D2X_85
0.6130268199233716,AuROC,pdb,1F1T_A_ROS_101
0.5844621513944224,AuROC,pdb,2HOM_A_TPS_97
0.7276264591439687,AuROC,pdb,2QEX_0_NEG_8823
0.6488188976377953,AuROC,pdb,3D2V_B_PYI_82
0.5893536121673004,AuROC,pdb,5DGV_C_SPS_3401
0.6645669291338583,AuROC,pdb,4NYB_A_2QC_101
0.6242063492063492,AuROC,pdb,3K0J_F_TPP_602
0.7262357414448669,AuROC,pdb,2QWY_B_SAM_300
0.026615969581749055,AuROC,pdb,4YBB_DA_1PE_3185
0.6833333333333333,AuROC,pdb,7TDB_A_GMI_101
0.35361216730038025,AuROC,pdb,7NSI_BA_SPM_1793
0.7832699619771863,AuROC,pdb,5OBM_5_LLL_4164
0.6699604743083004,AuROC,pdb,3D2G_B_TPP_83
0.9061224489795918,AuROC,pdb,3FU2_C_PRF_101
0.8288973384030418,AuROC,pdb,2G5K_B_AM2_101
0.4131274131274131,AuROC,pdb,5DGV_D_SPS_3401
0.6585603112840467,AuROC,pdb,7REX_C_PRF_102
0.207843137254902,AuROC,pdb,6GAW_BA_SPM_3205
0.8282442748091603,AuROC,pdb,2KXM_A_RIO_101
0.7336614173228346,AuROC,pdb,3D2X_B_D2X_84
0.6539370078740158,AuROC,pdb,3D2V_A_PYI_84
0.7938931297709924,AuROC,pdb,4X4N_B_5GP_102
0.13793103448275867,AuROC,pdb,6AZ3_7_PAR_201
0.6234309623430963,AuROC,pdb,7NQH_BA_SPM_1793
0.4846153846153846,AuROC,pdb,3Q50_A_PRF_34
0.6442307692307693,AuROC,pdb,7E9E_A_J0C_101
0.0038022813688213253,AuROC,pdb,5J7L_DA_1PE_3185
