,score,metric,decoys,pocket_id
0,0.5342205323193916,MAR,pdb,1BYJ_A_GE3_30
1,0.8529411764705882,MAR,pdb,1F1T_A_ROS_101
2,0.7053231939163498,MAR,pdb,1I97_A_TAC_2005
3,0.9429133858267716,MAR,pdb,1NBK_A_GND_35
4,0.6128404669260701,MAR,pdb,1TOB_A_TOA_28
5,0.8384030418250951,MAR,pdb,1ZZ5_A_CNY_43
6,0.9790874524714829,MAR,pdb,2ET5_B_RIO_52
7,0.6349809885931559,MAR,pdb,2F4V_A_D2C_1636
8,0.9600760456273765,MAR,pdb,2G5K_B_AM2_101
9,0.4104743083003953,MAR,pdb,2HOJ_A_TPP_114
10,0.9562737642585551,MAR,pdb,2KXM_A_RIO_101
11,0.7365384615384616,MAR,pdb,2L8H_A_L8H_2
12,0.8593155893536121,MAR,pdb,2MXS_A_PAR_101
13,0.7729007633587787,MAR,pdb,2QEX_0_NEG_8823
14,0.8840304182509506,MAR,pdb,2QWY_C_SAM_500
15,0.8517110266159696,MAR,pdb,3C44_B_PAR_24
16,0.5513307984790874,MAR,pdb,4DR4_A_PAR_1612
17,0.9486692015209126,MAR,pdb,4K31_B_AM2_101
18,0.9562737642585551,MAR,pdb,4K31_C_AM2_102
19,0.967680608365019,MAR,pdb,4V53_AA_LLL_2062
20,0.7547528517110266,MAR,pdb,4V6Y_BA_FME_3001
21,0.935546875,MAR,pdb,4V70_BA_FME_3001
22,0.9372623574144486,MAR,pdb,4V72_BA_FME_3001
23,0.9370229007633588,MAR,pdb,4V76_BA_FME_3001
24,0.7270992366412213,MAR,pdb,4V78_BA_FME_3001
25,0.9429657794676807,MAR,pdb,4X4N_B_5GP_102
26,0.42585551330798477,MAR,pdb,5DGV_D_SPS_3401
27,0.9522900763358778,MAR,pdb,5J7L_DA_1PE_3185
28,0.5309734513274336,MAR,pdb,5KVJ_A_ARG_101
29,0.9904942965779467,MAR,pdb,5LWJ_A_GTP_101
30,0.9125475285171103,MAR,pdb,5NDG_5_GET_3851
31,0.9600760456273764,MAR,pdb,5NDV_1_PAR_3404
32,0.9980988593155894,MAR,pdb,5NDV_1_PAR_3405
33,0.9182509505703422,MAR,pdb,5NDV_1_PAR_3414
34,0.8498098859315589,MAR,pdb,5NDV_1_PAR_3433
35,0.8935361216730038,MAR,pdb,5NDV_5_PAR_3403
36,0.903041825095057,MAR,pdb,5NDW_1_8UZ_3886
37,0.9220532319391634,MAR,pdb,5NDW_5_8UZ_3852
38,0.9600760456273765,MAR,pdb,5OBM_1_LLL_3997
39,0.8422053231939164,MAR,pdb,5OBM_5_LLL_4164
40,0.9293893129770991,MAR,pdb,5OBM_5_LLL_4167
41,0.94106463878327,MAR,pdb,5OBM_6_LLL_2169
42,0.6064638783269962,MAR,pdb,5OBM_6_LLL_2176
43,0.9144486692015209,MAR,pdb,6AZ3_1_PAR_1802
44,0.9068441064638784,MAR,pdb,6AZ3_7_PAR_201
45,0.9826923076923078,MAR,pdb,6BSJ_R_TAM_101
46,0.5076045627376427,MAR,pdb,6CHR_A_SPM_741
47,0.7813688212927756,MAR,pdb,6DB8_R_G4A_101
48,0.9524714828897338,MAR,pdb,6E82_A_TFX_102
49,0.6444866920152091,MAR,pdb,6E8S_B_SPM_107
50,0.9828897338403043,MAR,pdb,6GZR_A_FH8_101
51,0.8802281368821292,MAR,pdb,6HIY_CA_SPM_735
52,0.6839080459770115,MAR,pdb,6LAU_A_GTP_103
53,0.4429657794676806,MAR,pdb,6OM6_1_KKL_3301
54,0.9904942965779467,MAR,pdb,6QIS_B_J48_101
55,0.9828897338403042,MAR,pdb,6QIS_E_J48_102
56,0.9904942965779467,MAR,pdb,6QIS_H_J48_101
57,0.9904942965779469,MAR,pdb,6QIT_C_J48_101
58,0.9904942965779469,MAR,pdb,6QIT_D_J48_101
59,0.6578231292517006,MAR,pdb,6WZR_A_UG1_106
60,0.8269961977186312,MAR,pdb,6XRQ_A_V8A_103
61,0.8422053231939164,MAR,pdb,7N2V_16_SCM_1602
62,0.6003861003861004,MAR,pdb,7NQH_BA_SPM_1793
63,0.4578544061302682,MAR,pdb,7OA3_B_GTP_102
